gender,signup_flow,affiliate_provider,affiliate_channel,first_affiliate_tracked,signup_app,signup_method,first_browser,country_destination
Male,usual,bing,direct,1,iOS,basic,Chrome,IT
Male,usual,bing,direct,1,iOS,facebook,Chrome,IT
Male,usual,bing,direct,1,iOS,LinkedIn,Safari,IT
Male,usual,bing,direct,1,iOS,LinkedIn,Chrome,IT
Male,usual,bing,direct,1,Web,basic,Chrome,IT
Male,usual,bing,direct,1,Web,facebook,Chrome,IT
Male,usual,bing,direct,1,Web,LinkedIn,Safari,IT
Male,usual,bing,direct,1,Web,LinkedIn,Chrome,IT
Male,usual,bing,direct,1,MoWeb,basic,Safari,IT
Male,usual,bing,direct,1,MoWeb,basic,Chrome,IT
Male,usual,bing,direct,1,MoWeb,facebook,Safari,IT
Male,usual,bing,direct,1,MoWeb,facebook,Chrome,IT
Male,usual,bing,direct,1,MoWeb,LinkedIn,Safari,IT
Male,usual,bing,direct,1,MoWeb,LinkedIn,Chrome,IT
Male,usual,bing,direct,2,iOS,basic,Chrome,IT
Male,usual,bing,direct,2,iOS,facebook,Chrome,IT
Male,usual,bing,direct,2,iOS,LinkedIn,Safari,IT
Male,usual,bing,direct,2,iOS,LinkedIn,Chrome,IT
Male,usual,bing,direct,2,Web,basic,Safari,IT
Male,usual,bing,direct,2,Web,basic,Chrome,IT
Male,usual,bing,direct,2,Web,facebook,Safari,IT
Male,usual,bing,direct,2,Web,facebook,Chrome,IT
Male,usual,bing,direct,2,Web,LinkedIn,Safari,IT
Male,usual,bing,direct,2,Web,LinkedIn,Chrome,IT
Male,usual,bing,direct,2,MoWeb,basic,Safari,IT
Male,usual,bing,direct,2,MoWeb,basic,Chrome,IT
Male,usual,bing,direct,2,MoWeb,facebook,Safari,IT
Male,usual,bing,direct,2,MoWeb,facebook,Chrome,IT
Male,usual,bing,direct,2,MoWeb,LinkedIn,Safari,IT
Male,usual,bing,direct,2,MoWeb,LinkedIn,Chrome,IT
Male,usual,bing,direct,3,iOS,basic,Chrome,IT
Male,usual,bing,direct,3,iOS,facebook,Chrome,IT
Male,usual,bing,direct,3,iOS,LinkedIn,Safari,IT
Male,usual,bing,direct,3,iOS,LinkedIn,Chrome,IT
Male,usual,bing,direct,3,Web,basic,Safari,IT
Male,usual,bing,direct,3,Web,basic,Chrome,IT
Male,usual,bing,direct,3,Web,facebook,Safari,IT
Male,usual,bing,direct,3,Web,facebook,Chrome,IT
Male,usual,bing,direct,3,Web,LinkedIn,Safari,IT
Male,usual,bing,direct,3,Web,LinkedIn,Chrome,IT
Male,usual,bing,direct,3,MoWeb,basic,Safari,IT
Male,usual,bing,direct,3,MoWeb,basic,Chrome,IT
Male,usual,bing,direct,3,MoWeb,facebook,Safari,IT
Male,usual,bing,direct,3,MoWeb,facebook,Chrome,IT
Male,usual,bing,direct,3,MoWeb,LinkedIn,Safari,IT
Male,usual,bing,direct,3,MoWeb,LinkedIn,Chrome,IT
Male,usual,bing,direct,more,iOS,basic,Chrome,IT
Male,usual,bing,direct,more,iOS,facebook,Chrome,IT
Male,usual,bing,direct,more,iOS,LinkedIn,Safari,IT
Male,usual,bing,direct,more,iOS,LinkedIn,Chrome,IT
Male,usual,bing,direct,more,Web,basic,Safari,IT
Male,usual,bing,direct,more,Web,basic,Chrome,IT
Male,usual,bing,direct,more,Web,facebook,Safari,IT
Male,usual,bing,direct,more,Web,facebook,Chrome,IT
Male,usual,bing,direct,more,Web,LinkedIn,Safari,IT
Male,usual,bing,direct,more,Web,LinkedIn,Chrome,IT
Male,usual,bing,direct,more,MoWeb,basic,Safari,IT
Male,usual,bing,direct,more,MoWeb,basic,Chrome,IT
Male,usual,bing,direct,more,MoWeb,facebook,Safari,IT
Male,usual,bing,direct,more,MoWeb,facebook,Chrome,IT
Male,usual,bing,direct,more,MoWeb,LinkedIn,Safari,IT
Male,usual,bing,direct,more,MoWeb,LinkedIn,Chrome,IT
Male,usual,bing,foster,1,iOS,basic,Chrome,IT
Male,usual,bing,foster,1,iOS,facebook,Chrome,IT
Male,usual,bing,foster,1,iOS,LinkedIn,Safari,IT
Male,usual,bing,foster,1,iOS,LinkedIn,Chrome,IT
Male,usual,bing,foster,1,Web,basic,Safari,IT
Male,usual,bing,foster,1,Web,basic,Chrome,IT
Male,usual,bing,foster,1,Web,facebook,Safari,IT
Male,usual,bing,foster,1,Web,facebook,Chrome,IT
Male,usual,bing,foster,1,Web,LinkedIn,Safari,IT
Male,usual,bing,foster,1,Web,LinkedIn,Chrome,IT
Male,usual,bing,foster,1,MoWeb,basic,Safari,IT
Male,usual,bing,foster,1,MoWeb,basic,Chrome,IT
Male,usual,bing,foster,1,MoWeb,facebook,Safari,IT
Male,usual,bing,foster,1,MoWeb,facebook,Chrome,IT
Male,usual,bing,foster,1,MoWeb,LinkedIn,Safari,IT
Male,usual,bing,foster,1,MoWeb,LinkedIn,Chrome,IT
Male,usual,bing,foster,2,iOS,basic,Chrome,IT
Male,usual,bing,foster,2,iOS,facebook,Chrome,IT
Male,usual,bing,foster,2,iOS,LinkedIn,Safari,IT
Male,usual,bing,foster,2,iOS,LinkedIn,Chrome,IT
Male,usual,bing,foster,2,Web,basic,Safari,IT
Male,usual,bing,foster,2,Web,basic,Chrome,IT
Male,usual,bing,foster,2,Web,facebook,Safari,IT
Male,usual,bing,foster,2,Web,facebook,Chrome,IT
Male,usual,bing,foster,2,Web,LinkedIn,Safari,IT
Male,usual,bing,foster,2,Web,LinkedIn,Chrome,IT
Male,usual,bing,foster,2,MoWeb,basic,Safari,IT
Male,usual,bing,foster,2,MoWeb,basic,Chrome,IT
Male,usual,bing,foster,2,MoWeb,facebook,Safari,IT
Male,usual,bing,foster,2,MoWeb,facebook,Chrome,IT
Male,usual,bing,foster,2,MoWeb,LinkedIn,Safari,IT
Male,usual,bing,foster,2,MoWeb,LinkedIn,Chrome,IT
Male,usual,bing,foster,3,iOS,basic,Chrome,IT
Male,usual,bing,foster,3,iOS,facebook,Chrome,IT
Male,usual,bing,foster,3,iOS,LinkedIn,Safari,IT
Male,usual,bing,foster,3,iOS,LinkedIn,Chrome,IT
Male,usual,bing,foster,3,Web,basic,Safari,IT
Male,usual,bing,foster,3,Web,basic,Chrome,IT
Male,usual,bing,foster,3,Web,facebook,Safari,IT
Male,usual,bing,foster,3,Web,facebook,Chrome,IT
Male,usual,bing,foster,3,Web,LinkedIn,Safari,IT
Male,usual,bing,foster,3,Web,LinkedIn,Chrome,IT
Male,usual,bing,foster,3,MoWeb,basic,Safari,IT
Male,usual,bing,foster,3,MoWeb,basic,Chrome,IT
Male,usual,bing,foster,3,MoWeb,facebook,Safari,IT
Male,usual,bing,foster,3,MoWeb,facebook,Chrome,IT
Male,usual,bing,foster,3,MoWeb,LinkedIn,Safari,IT
Male,usual,bing,foster,3,MoWeb,LinkedIn,Chrome,IT
Male,usual,bing,foster,more,iOS,basic,Chrome,IT
Male,usual,bing,foster,more,iOS,facebook,Chrome,IT
Male,usual,bing,foster,more,iOS,LinkedIn,Safari,IT
Male,usual,bing,foster,more,iOS,LinkedIn,Chrome,IT
Male,usual,bing,foster,more,Web,basic,Safari,IT
Male,usual,bing,foster,more,Web,basic,Chrome,IT
Male,usual,bing,foster,more,Web,facebook,Safari,IT
Male,usual,bing,foster,more,Web,facebook,Chrome,IT
Male,usual,bing,foster,more,Web,LinkedIn,Safari,IT
Male,usual,bing,foster,more,Web,LinkedIn,Chrome,IT
Male,usual,bing,foster,more,MoWeb,basic,Safari,IT
Male,usual,bing,foster,more,MoWeb,basic,Chrome,IT
Male,usual,bing,foster,more,MoWeb,facebook,Safari,IT
Male,usual,bing,foster,more,MoWeb,facebook,Chrome,IT
Male,usual,bing,foster,more,MoWeb,LinkedIn,Safari,IT
Male,usual,bing,foster,more,MoWeb,LinkedIn,Chrome,IT
Male,usual,direct,api,1,iOS,basic,Chrome,IT
Male,usual,direct,api,1,iOS,facebook,Chrome,IT
Male,usual,direct,api,1,iOS,LinkedIn,Safari,IT
Male,usual,direct,api,1,iOS,LinkedIn,Chrome,IT
Male,usual,direct,api,1,Web,basic,Chrome,IT
Male,usual,direct,api,1,Web,facebook,Chrome,IT
Male,usual,direct,api,1,Web,LinkedIn,Safari,IT
Male,usual,direct,api,1,Web,LinkedIn,Chrome,IT
Male,usual,direct,api,1,MoWeb,basic,Chrome,IT
Male,usual,direct,api,1,MoWeb,facebook,Chrome,IT
Male,usual,direct,api,1,MoWeb,LinkedIn,Safari,IT
Male,usual,direct,api,1,MoWeb,LinkedIn,Chrome,IT
Male,usual,direct,api,2,iOS,basic,Chrome,IT
Male,usual,direct,api,2,iOS,facebook,Chrome,IT
Male,usual,direct,api,2,iOS,LinkedIn,Safari,IT
Male,usual,direct,api,2,iOS,LinkedIn,Chrome,IT
Male,usual,direct,api,2,Web,basic,Chrome,IT
Male,usual,direct,api,2,Web,facebook,Chrome,IT
Male,usual,direct,api,2,Web,LinkedIn,Safari,IT
Male,usual,direct,api,2,Web,LinkedIn,Chrome,IT
Male,usual,direct,api,2,MoWeb,basic,Safari,IT
Male,usual,direct,api,2,MoWeb,basic,Chrome,IT
Male,usual,direct,api,2,MoWeb,facebook,Safari,IT
Male,usual,direct,api,2,MoWeb,facebook,Chrome,IT
Male,usual,direct,api,2,MoWeb,LinkedIn,Safari,IT
Male,usual,direct,api,2,MoWeb,LinkedIn,Chrome,IT
Male,usual,direct,api,3,iOS,basic,Chrome,IT
Male,usual,direct,api,3,iOS,facebook,Chrome,IT
Male,usual,direct,api,3,iOS,LinkedIn,Safari,IT
Male,usual,direct,api,3,iOS,LinkedIn,Chrome,IT
Male,usual,direct,api,3,Web,basic,Safari,IT
Male,usual,direct,api,3,Web,basic,Chrome,IT
Male,usual,direct,api,3,Web,facebook,Safari,IT
Male,usual,direct,api,3,Web,facebook,Chrome,IT
Male,usual,direct,api,3,Web,LinkedIn,Safari,IT
Male,usual,direct,api,3,Web,LinkedIn,Chrome,IT
Male,usual,direct,api,3,MoWeb,basic,Safari,IT
Male,usual,direct,api,3,MoWeb,basic,Chrome,IT
Male,usual,direct,api,3,MoWeb,facebook,Safari,IT
Male,usual,direct,api,3,MoWeb,facebook,Chrome,IT
Male,usual,direct,api,3,MoWeb,LinkedIn,Safari,IT
Male,usual,direct,api,3,MoWeb,LinkedIn,Chrome,IT
Male,usual,direct,api,more,iOS,basic,Chrome,IT
Male,usual,direct,api,more,iOS,facebook,Chrome,IT
Male,usual,direct,api,more,iOS,LinkedIn,Safari,IT
Male,usual,direct,api,more,iOS,LinkedIn,Chrome,IT
Male,usual,direct,api,more,Web,basic,Safari,IT
Male,usual,direct,api,more,Web,basic,Chrome,IT
Male,usual,direct,api,more,Web,facebook,Safari,IT
Male,usual,direct,api,more,Web,facebook,Chrome,IT
Male,usual,direct,api,more,Web,LinkedIn,Safari,IT
Male,usual,direct,api,more,Web,LinkedIn,Chrome,IT
Male,usual,direct,api,more,MoWeb,basic,Safari,IT
Male,usual,direct,api,more,MoWeb,basic,Chrome,IT
Male,usual,direct,api,more,MoWeb,facebook,Safari,IT
Male,usual,direct,api,more,MoWeb,facebook,Chrome,IT
Male,usual,direct,api,more,MoWeb,LinkedIn,Safari,IT
Male,usual,direct,api,more,MoWeb,LinkedIn,Chrome,IT
Male,usual,direct,seo,1,iOS,basic,Chrome,IT
Male,usual,direct,seo,1,iOS,facebook,Chrome,IT
Male,usual,direct,seo,1,iOS,LinkedIn,Safari,IT
Male,usual,direct,seo,1,iOS,LinkedIn,Chrome,IT
Male,usual,direct,seo,1,Web,basic,Chrome,IT
Male,usual,direct,seo,1,Web,facebook,Chrome,IT
Male,usual,direct,seo,1,Web,LinkedIn,Safari,IT
Male,usual,direct,seo,1,Web,LinkedIn,Chrome,IT
Male,usual,direct,seo,1,MoWeb,basic,Safari,IT
Male,usual,direct,seo,1,MoWeb,basic,Chrome,IT
Male,usual,direct,seo,1,MoWeb,facebook,Safari,IT
Male,usual,direct,seo,1,MoWeb,facebook,Chrome,IT
Male,usual,direct,seo,1,MoWeb,LinkedIn,Safari,IT
Male,usual,direct,seo,1,MoWeb,LinkedIn,Chrome,IT
Male,usual,direct,seo,2,iOS,basic,Chrome,IT
Male,usual,direct,seo,2,iOS,facebook,Chrome,IT
Male,usual,direct,seo,2,iOS,LinkedIn,Safari,IT
Male,usual,direct,seo,2,iOS,LinkedIn,Chrome,IT
Male,usual,direct,seo,2,Web,basic,Chrome,IT
Male,usual,direct,seo,2,Web,facebook,Chrome,IT
Male,usual,direct,seo,2,Web,LinkedIn,Safari,IT
Male,usual,direct,seo,2,Web,LinkedIn,Chrome,IT
Male,usual,direct,seo,2,MoWeb,basic,Safari,IT
Male,usual,direct,seo,2,MoWeb,basic,Chrome,IT
Male,usual,direct,seo,2,MoWeb,facebook,Safari,IT
Male,usual,direct,seo,2,MoWeb,facebook,Chrome,IT
Male,usual,direct,seo,2,MoWeb,LinkedIn,Safari,IT
Male,usual,direct,seo,2,MoWeb,LinkedIn,Chrome,IT
Male,usual,direct,seo,3,iOS,basic,Chrome,IT
Male,usual,direct,seo,3,iOS,facebook,Chrome,IT
Male,usual,direct,seo,3,iOS,LinkedIn,Safari,IT
Male,usual,direct,seo,3,iOS,LinkedIn,Chrome,IT
Male,usual,direct,seo,3,Web,basic,Safari,IT
Male,usual,direct,seo,3,Web,basic,Chrome,IT
Male,usual,direct,seo,3,Web,facebook,Safari,IT
Male,usual,direct,seo,3,Web,facebook,Chrome,IT
Male,usual,direct,seo,3,Web,LinkedIn,Safari,IT
Male,usual,direct,seo,3,Web,LinkedIn,Chrome,IT
Male,usual,direct,seo,3,MoWeb,basic,Safari,IT
Male,usual,direct,seo,3,MoWeb,basic,Chrome,IT
Male,usual,direct,seo,3,MoWeb,facebook,Safari,IT
Male,usual,direct,seo,3,MoWeb,facebook,Chrome,IT
Male,usual,direct,seo,3,MoWeb,LinkedIn,Safari,IT
Male,usual,direct,seo,3,MoWeb,LinkedIn,Chrome,IT
Male,usual,direct,seo,more,iOS,basic,Chrome,IT
Male,usual,direct,seo,more,iOS,facebook,Chrome,IT
Male,usual,direct,seo,more,iOS,LinkedIn,Safari,IT
Male,usual,direct,seo,more,iOS,LinkedIn,Chrome,IT
Male,usual,direct,seo,more,Web,basic,Safari,IT
Male,usual,direct,seo,more,Web,basic,Chrome,IT
Male,usual,direct,seo,more,Web,facebook,Safari,IT
Male,usual,direct,seo,more,Web,facebook,Chrome,IT
Male,usual,direct,seo,more,Web,LinkedIn,Safari,IT
Male,usual,direct,seo,more,Web,LinkedIn,Chrome,IT
Male,usual,direct,seo,more,MoWeb,basic,Safari,IT
Male,usual,direct,seo,more,MoWeb,basic,Chrome,IT
Male,usual,direct,seo,more,MoWeb,facebook,Safari,IT
Male,usual,direct,seo,more,MoWeb,facebook,Chrome,IT
Male,usual,direct,seo,more,MoWeb,LinkedIn,Safari,IT
Male,usual,direct,seo,more,MoWeb,LinkedIn,Chrome,IT
Male,usual,direct,direct,1,iOS,basic,Chrome,IT
Male,usual,direct,direct,1,iOS,facebook,Chrome,IT
Male,usual,direct,direct,1,iOS,LinkedIn,Safari,IT
Male,usual,direct,direct,1,iOS,LinkedIn,Chrome,IT
Male,usual,direct,direct,1,Web,basic,Chrome,IT
Male,usual,direct,direct,1,Web,facebook,Chrome,IT
Male,usual,direct,direct,1,Web,LinkedIn,Safari,IT
Male,usual,direct,direct,1,Web,LinkedIn,Chrome,IT
Male,usual,direct,direct,1,MoWeb,basic,Safari,IT
Male,usual,direct,direct,1,MoWeb,basic,Chrome,IT
Male,usual,direct,direct,1,MoWeb,facebook,Safari,IT
Male,usual,direct,direct,1,MoWeb,facebook,Chrome,IT
Male,usual,direct,direct,1,MoWeb,LinkedIn,Safari,IT
Male,usual,direct,direct,1,MoWeb,LinkedIn,Chrome,IT
Male,usual,direct,direct,2,iOS,basic,Chrome,IT
Male,usual,direct,direct,2,iOS,facebook,Chrome,IT
Male,usual,direct,direct,2,iOS,LinkedIn,Safari,IT
Male,usual,direct,direct,2,iOS,LinkedIn,Chrome,IT
Male,usual,direct,direct,2,Web,basic,Safari,IT
Male,usual,direct,direct,2,Web,basic,Chrome,IT
Male,usual,direct,direct,2,Web,facebook,Safari,IT
Male,usual,direct,direct,2,Web,facebook,Chrome,IT
Male,usual,direct,direct,2,Web,LinkedIn,Safari,IT
Male,usual,direct,direct,2,Web,LinkedIn,Chrome,IT
Male,usual,direct,direct,2,MoWeb,basic,Safari,IT
Male,usual,direct,direct,2,MoWeb,basic,Chrome,IT
Male,usual,direct,direct,2,MoWeb,facebook,Safari,IT
Male,usual,direct,direct,2,MoWeb,facebook,Chrome,IT
Male,usual,direct,direct,2,MoWeb,LinkedIn,Safari,IT
Male,usual,direct,direct,2,MoWeb,LinkedIn,Chrome,IT
Male,usual,direct,direct,3,iOS,basic,Chrome,IT
Male,usual,direct,direct,3,iOS,facebook,Chrome,IT
Male,usual,direct,direct,3,iOS,LinkedIn,Safari,IT
Male,usual,direct,direct,3,iOS,LinkedIn,Chrome,IT
Male,usual,direct,direct,3,Web,basic,Safari,IT
Male,usual,direct,direct,3,Web,basic,Chrome,IT
Male,usual,direct,direct,3,Web,facebook,Safari,IT
Male,usual,direct,direct,3,Web,facebook,Chrome,IT
Male,usual,direct,direct,3,Web,LinkedIn,Safari,IT
Male,usual,direct,direct,3,Web,LinkedIn,Chrome,IT
Male,usual,direct,direct,3,MoWeb,basic,Safari,IT
Male,usual,direct,direct,3,MoWeb,basic,Chrome,IT
Male,usual,direct,direct,3,MoWeb,facebook,Safari,IT
Male,usual,direct,direct,3,MoWeb,facebook,Chrome,IT
Male,usual,direct,direct,3,MoWeb,LinkedIn,Safari,IT
Male,usual,direct,direct,3,MoWeb,LinkedIn,Chrome,IT
Male,usual,direct,direct,more,iOS,basic,Chrome,IT
Male,usual,direct,direct,more,iOS,facebook,Chrome,IT
Male,usual,direct,direct,more,iOS,LinkedIn,Safari,IT
Male,usual,direct,direct,more,iOS,LinkedIn,Chrome,IT
Male,usual,direct,direct,more,Web,basic,Safari,IT
Male,usual,direct,direct,more,Web,basic,Chrome,IT
Male,usual,direct,direct,more,Web,facebook,Safari,IT
Male,usual,direct,direct,more,Web,facebook,Chrome,IT
Male,usual,direct,direct,more,Web,LinkedIn,Safari,IT
Male,usual,direct,direct,more,Web,LinkedIn,Chrome,IT
Male,usual,direct,direct,more,MoWeb,basic,Safari,IT
Male,usual,direct,direct,more,MoWeb,basic,Chrome,IT
Male,usual,direct,direct,more,MoWeb,facebook,Safari,IT
Male,usual,direct,direct,more,MoWeb,facebook,Chrome,IT
Male,usual,direct,direct,more,MoWeb,LinkedIn,Safari,IT
Male,usual,direct,direct,more,MoWeb,LinkedIn,Chrome,IT
Male,usual,direct,foster,1,iOS,basic,Chrome,IT
Male,usual,direct,foster,1,iOS,facebook,Chrome,IT
Male,usual,direct,foster,1,iOS,LinkedIn,Safari,IT
Male,usual,direct,foster,1,iOS,LinkedIn,Chrome,IT
Male,usual,direct,foster,1,Web,basic,Safari,IT
Male,usual,direct,foster,1,Web,basic,Chrome,IT
Male,usual,direct,foster,1,Web,facebook,Safari,IT
Male,usual,direct,foster,1,Web,facebook,Chrome,IT
Male,usual,direct,foster,1,Web,LinkedIn,Safari,IT
Male,usual,direct,foster,1,Web,LinkedIn,Chrome,IT
Male,usual,direct,foster,1,MoWeb,basic,Safari,IT
Male,usual,direct,foster,1,MoWeb,basic,Chrome,IT
Male,usual,direct,foster,1,MoWeb,facebook,Safari,IT
Male,usual,direct,foster,1,MoWeb,facebook,Chrome,IT
Male,usual,direct,foster,1,MoWeb,LinkedIn,Safari,IT
Male,usual,direct,foster,1,MoWeb,LinkedIn,Chrome,IT
Male,usual,direct,foster,2,iOS,basic,Chrome,IT
Male,usual,direct,foster,2,iOS,facebook,Chrome,IT
Male,usual,direct,foster,2,iOS,LinkedIn,Safari,IT
Male,usual,direct,foster,2,iOS,LinkedIn,Chrome,IT
Male,usual,direct,foster,2,Web,basic,Safari,IT
Male,usual,direct,foster,2,Web,basic,Chrome,IT
Male,usual,direct,foster,2,Web,facebook,Safari,IT
Male,usual,direct,foster,2,Web,facebook,Chrome,IT
Male,usual,direct,foster,2,Web,LinkedIn,Safari,IT
Male,usual,direct,foster,2,Web,LinkedIn,Chrome,IT
Male,usual,direct,foster,2,MoWeb,basic,Safari,IT
Male,usual,direct,foster,2,MoWeb,basic,Chrome,IT
Male,usual,direct,foster,2,MoWeb,facebook,Safari,IT
Male,usual,direct,foster,2,MoWeb,facebook,Chrome,IT
Male,usual,direct,foster,2,MoWeb,LinkedIn,Safari,IT
Male,usual,direct,foster,2,MoWeb,LinkedIn,Chrome,IT
