"","SVM_LABEL","SVM_PROB","LOGITBOOST_LABEL","LOGITBOOST_PROB","GLMNET_LABEL","GLMNET_PROB","TREE_LABEL","TREE_PROB","MAXENTROPY_LABEL","MAXENTROPY_PROB","MANUAL_CODE","CONSENSUS_CODE","CONSENSUS_AGREE","CONSENSUS_INCORRECT","PROBABILITY_CODE","PROBABILITY_INCORRECT"
"31","1",0.985243608543586,"1",0.982013790037908,"1",0.680269825396636,"1",0.982035928143713,"1",0.999999999999936,1,1,5,0,1,0
"32","1",0.999999774068307,"1",0.999999168471972,"1",0.801916475625832,"1",0.982035928143713,"1",1,1,1,5,0,1,0
"33","1",0.881002593911365,"5",0.880797077977882,"1",0.996431069840554,"2",0.403927068723703,"1",0.999999978458825,1,1,3,0,1,0
"34","3",0.366350064607996,"2",0.119202922022118,"2",0.350270985415769,"2",0.403927068723703,"2",0.455369619022888,1,2,4,1,2,1
"35","1",0.992607429913576,"1",0.997527376843365,"1",0.838532958404268,"1",0.982035928143713,"1",0.999999999999935,1,1,5,0,1,0
"36","1",0.614311104665202,"1",0.119202922022118,"2",0.275478105398286,"2",0.403927068723703,"1",0.998539892590209,1,1,3,0,1,0
"37","1",0.924253717392788,"1",0.999954602131298,"1",0.4669115010538,"1",0.982035928143713,"1",0.999999999709216,1,1,5,0,1,0
"38","1",0.999999611366787,"1",0.999999887464838,"4",0.713732826763825,"5",0.956709956709957,"1",1,1,1,3,0,1,0
"39","1",0.99999906066126,"1",0.999999984770021,"1",0.918810126674873,"1",0.982035928143713,"1",1,1,1,5,0,1,0
"40","1",0.999195995587178,"1",0.982013790037908,"1",0.93172898661934,"1",1,"1",1,1,1,5,0,1,0
"41","1",0.671561862986264,"1",0.5,"2",0.357890664371757,"2",0.403927068723703,"1",0.999999999378912,1,1,3,0,1,0
"42","1",0.999998002644995,"1",0.999999168471972,"1",0.913921518292044,"1",0.982035928143713,"1",1,1,1,5,0,1,0
"43","1",0.989631002086502,"1",0.999664649869534,"1",0.58528247959406,"2",0.403927068723703,"1",1,1,1,4,0,1,0
"44","4",0.534872071510414,"1",0.119202922022118,"1",0.536893406299711,"1",0.982035928143713,"1",0.996447421609362,1,1,4,0,1,0
"45","1",0.58630276735331,"1",0.5,"4",0.252169271699271,"2",0.403927068723703,"1",0.963227998339513,1,1,3,0,1,0
"46","1",0.96844759847807,"1",0.982013790037908,"1",0.714448443390613,"1",0.939393939393939,"1",1,1,1,5,0,1,0
"47","1",0.892434215921829,"1",0.997527376843365,"1",0.621094332522281,"1",0.9,"1",0.998848117777071,1,1,5,0,1,0
"48","1",0.782089800163759,"1",0.5,"2",0.280978144044527,"1",0.982035928143713,"1",0.999998575031605,1,1,4,0,1,0
"49","1",0.99993768776978,"1",0.999999887464838,"1",0.732773645002569,"1",0.982035928143713,"1",1,1,1,5,0,1,0
"50","1",0.888060771635276,"1",0.880797077977882,"2",0.280978144044527,"1",0.982035928143713,"1",0.999999595470717,1,1,4,0,1,0
"51","1",0.999873986212106,"1",0.999664649869534,"1",0.992806639276155,"1",0.982035928143713,"1",1,1,1,5,0,1,0
"52","1",0.882395780732998,"1",0.5,"1",0.768196958775474,"2",0.403927068723703,"1",0.999999961388697,1,1,4,0,1,0
"53","1",0.877231134418766,"1",0.880797077977882,"1",0.700938355934768,"1",0.982035928143713,"1",0.999998773710269,1,1,5,0,1,0
"54","1",0.984688986667025,"1",0.997527376843365,"1",0.529851261930375,"1",0.939393939393939,"1",1,1,1,5,0,1,0
"55","1",0.999961167747193,"1",0.982013790037908,"1",0.933036846776103,"1",0.9,"1",1,1,1,5,0,1,0
"56","1",0.998835924685577,"1",0.880797077977882,"1",0.937354548238484,"1",0.9,"1",0.999999999995517,1,1,5,0,1,0
"57","5",0.929025839191911,"5",0.5,"1",0.971598865560424,"2",0.403927068723703,"5",0.99999908573426,1,5,3,1,5,1
"58","1",0.999880428679741,"1",0.999664649869534,"1",0.989643472238307,"2",0.403927068723703,"1",1,1,1,4,0,1,0
"59","1",0.999666722366873,"1",0.997527376843365,"1",0.897724098712664,"2",0.403927068723703,"1",1,1,1,4,0,1,0
"60","1",0.999913706852512,"1",0.999999984770021,"1",0.988260029687085,"2",0.403927068723703,"1",1,1,1,4,0,1,0
"61","1",0.975111046419654,"1",0.982013790037908,"1",0.639944962404943,"2",0.403927068723703,"1",0.999999998815723,1,1,4,0,1,0
"62","1",0.996868092834043,"1",0.982013790037908,"1",0.774822738134286,"2",0.403927068723703,"1",0.99999963973452,1,1,4,0,1,0
"63","2",0.436647226727336,"2",0.5,"1",0.354533119845056,"2",0.403927068723703,"1",0.343087228087937,1,2,3,1,2,1
"64","4",0.999999929225199,"4",0.999999999962249,"4",0.994863299843715,"1",0.982035928143713,"4",1,1,4,4,1,4,1
"65","1",0.991781875130154,"1",0.982013790037908,"1",0.923023856626499,"1",0.9,"1",0.999999605836947,1,1,5,0,1,0
"66","1",0.999999788530803,"1",0.999999984770021,"5",0.993291631727364,"5",0.956709956709957,"1",1,1,1,3,0,1,0
"67","1",0.999976847473348,"1",0.999999984770021,"1",0.534620077412984,"1",0.9,"1",1,1,1,5,0,1,0
"68","1",0.991351608282386,"1",0.997527376843365,"1",0.884726657826683,"1",0.982035928143713,"1",0.999999999990533,1,1,5,0,1,0
"69","1",0.999985761559149,"1",0.999999168471972,"1",0.971674512928765,"1",0.9,"1",1,1,1,5,0,1,0
"70","1",0.990102119104037,"1",0.997527376843365,"1",0.95560634657548,"1",0.939393939393939,"1",1,1,1,5,0,1,0
"71","1",0.999999248907016,"1",0.999993855825398,"1",0.619389793250578,"1",1,"1",1,1,1,5,0,1,0
"72","1",0.804823807989975,"2",0.119202922022118,"2",0.388195652263475,"2",0.403927068723703,"1",0.999876539093464,1,2,3,1,1,0
"73","1",0.999997560968273,"1",0.999993855825398,"1",0.975481134409624,"1",1,"1",1,1,1,5,0,1,0
"74","1",0.997259782898999,"1",0.999664649869534,"1",0.77742649269388,"1",1,"1",1,1,1,5,0,1,0
"75","1",0.999854525240215,"1",0.999664649869534,"1",0.991724509971096,"1",0.982035928143713,"1",1,1,1,5,0,1,0
"76","1",0.996395380047828,"1",0.999954602131298,"1",0.981997087220129,"1",0.982035928143713,"1",1,1,1,5,0,1,0
"77","1",0.999816850935839,"1",0.999999168471972,"1",0.982654551182487,"1",0.982035928143713,"1",1,1,1,5,0,1,0
"78","1",0.998700236801819,"1",0.999993855825398,"1",0.99326365614992,"1",0.982035928143713,"1",1,1,1,5,0,1,0
"79","1",0.999781686416702,"1",0.999664649869534,"1",0.947883762885488,"2",0.403927068723703,"1",1,1,1,4,0,1,0
"80","1",0.999983546434401,"1",0.999999168471972,"1",0.82138975474637,"1",0.982035928143713,"1",1,1,1,5,0,1,0
"81","1",0.999868405568786,"1",0.999954602131298,"1",0.669537729435158,"1",0.9,"1",1,1,1,5,0,1,0
"82","1",0.999991786986997,"1",0.999999168471972,"1",0.850673570396424,"1",0.9,"1",1,1,1,5,0,1,0
"83","1",0.991793688181074,"1",0.5,"1",0.909453888126627,"1",0.9,"1",0.99999999992918,1,1,5,0,1,0
"84","1",0.999995715599746,"1",0.999993855825398,"1",0.989254548431597,"1",1,"1",1,1,1,5,0,1,0
"85","1",0.904125009033145,"1",0.5,"1",0.724415683080635,"2",0.403927068723703,"1",0.999999999832957,1,1,4,0,1,0
"86","1",0.99779760787083,"1",0.999954602131298,"1",0.919781790083798,"1",0.982035928143713,"1",1,1,1,5,0,1,0
"87","1",0.999999777826296,"1",0.999999168471972,"5",0.487907794402029,"1",0.982035928143713,"1",1,1,1,4,0,1,0
"88","1",0.999997751669066,"1",0.999954602131298,"4",0.621212062108687,"1",0.9,"1",1,1,1,4,0,1,0
"89","1",0.99999540462971,"1",0.999954602131298,"1",0.439055726281347,"5",0.956709956709957,"1",1,1,1,4,0,1,0
"90","1",0.989487423807505,"1",0.997527376843365,"1",0.980490284176129,"1",0.939393939393939,"1",0.999999999995752,1,1,5,0,1,0
"91","1",0.996860393097976,"1",0.997527376843365,"1",0.957055801690665,"1",0.982035928143713,"1",0.999999999999988,1,1,5,0,1,0
"92","1",0.999033714054718,"3",0.5,"1",0.665483182996813,"2",0.403927068723703,"1",0.999999999944347,1,1,3,0,1,0
"93","1",0.988847782843362,"1",0.982013790037908,"1",0.580688804953207,"1",0.939393939393939,"1",0.999999999999629,1,1,5,0,1,0
"94","1",0.982591762898211,"1",0.999664649869534,"1",0.877199672517001,"1",0.939393939393939,"1",0.999999999999764,1,1,5,0,1,0
"95","1",0.862048991664555,"1",0.982013790037908,"1",0.368984656090912,"1",0.982035928143713,"1",0.999925515256419,1,1,5,0,1,0
"96","1",0.999651208749685,"1",0.997527376843365,"1",0.491227557633933,"1",0.9,"1",1,1,1,5,0,1,0
"97","1",0.613022492441333,"1",0.997527376843365,"1",0.469730938004443,"1",0.939393939393939,"1",0.99999999999963,1,1,5,0,1,0
"98","2",0.441602424699119,"2",0.880797077977882,"2",0.314845809936762,"2",0.403927068723703,"1",0.999979663426711,1,2,4,1,1,0
"99","1",0.707675245585963,"1",0.997527376843365,"1",0.38738064798367,"1",1,"1",0.999993224475402,1,1,5,0,1,0
"100","1",0.553178779589821,"1",0.5,"2",0.336517082827206,"1",0.9,"1",0.999996128134402,1,1,4,0,1,0
"101","1",0.999911453756583,"1",0.999999984770021,"1",0.972258642400062,"1",0.939393939393939,"1",1,1,1,5,0,1,0
"102","1",0.999975842797476,"1",0.999999887464838,"1",0.995215872151348,"1",0.9,"1",1,1,1,5,0,1,0
"103","1",0.996768206495557,"1",0.997527376843365,"1",0.916730749450506,"1",0.939393939393939,"1",1,1,1,5,0,1,0
"104","1",0.999762587816793,"1",0.997527376843365,"1",0.987944310306455,"1",0.939393939393939,"1",1,1,1,5,0,1,0
"105","1",0.980670640028109,"1",0.999993855825398,"1",0.928045842697626,"1",1,"1",0.99999999999946,1,1,5,0,1,0
"106","1",0.999907276736892,"1",0.999954602131298,"1",0.956321735671322,"1",0.982035928143713,"1",1,1,1,5,0,1,0
"107","1",0.99972740335951,"1",0.999999168471972,"1",0.938531016963331,"1",0.982035928143713,"1",1,1,1,5,0,1,0
"108","1",0.999893934818348,"1",0.999664649869534,"1",0.978378853343932,"1",1,"1",1,1,1,5,0,1,0
"109","1",0.996366523808867,"1",0.999999168471972,"1",0.83414735869671,"1",0.9,"1",1,1,1,5,0,1,0
"110","1",0.999998951362314,"1",0.999954602131298,"1",0.988138249885311,"1",0.939393939393939,"1",1,1,1,5,0,1,0
"111","1",0.999999701614558,"1",0.997527376843365,"1",0.993135516707044,"1",1,"1",1,1,1,5,0,1,0
"112","5",0.749255937872722,"4",0.119202922022118,"2",0.275647256581457,"2",0.403927068723703,"1",0.999991856875993,1,2,2,1,1,0
"113","1",0.653954169591447,"1",0.880797077977882,"1",0.890470193632452,"1",0.982035928143713,"1",0.999999999999429,1,1,5,0,1,0
"114","1",0.877816753199108,"2",0.119202922022118,"1",0.939734130278154,"2",0.403927068723703,"1",0.999999998176252,1,1,3,0,1,0
"115","1",0.991512573690331,"1",0.982013790037908,"5",0.47591061129885,"1",0.939393939393939,"1",1,1,1,4,0,1,0
"116","1",0.999957206628339,"1",0.999999168471972,"1",0.992669338760126,"1",0.982035928143713,"1",1,1,1,5,0,1,0
"117","5",0.963726163885504,"5",0.5,"1",0.991334488968944,"5",1,"5",0.999999999566452,1,5,4,1,5,1
"118","1",0.999999761531505,"1",0.999999168471972,"1",0.999629195523459,"1",0.9,"1",1,1,1,5,0,1,0
"119","1",0.868265854440036,"1",0.999664649869534,"1",0.523445943939896,"1",0.982035928143713,"1",0.999999999975831,1,1,5,0,1,0
"120","1",0.993282457618305,"1",0.982013790037908,"2",0.367687837761429,"5",1,"1",1,1,1,3,0,5,1
"121","1",0.661761036001616,"1",0.5,"2",0.265188694568943,"2",0.403927068723703,"1",0.999160840686753,1,1,3,0,1,0
"122","4",0.926223561767731,"1",0.119202922022118,"3",0.242287733439805,"2",0.403927068723703,"4",0.999999669350112,1,4,2,1,4,1
"123","1",0.915260167628063,"5",0.880797077977882,"5",0.749348237031743,"5",0.936170212765957,"1",0.99999999911219,1,5,3,1,1,0
"124","1",0.907557058276131,"1",0.5,"1",0.354484920587701,"2",0.403927068723703,"1",0.999999999993937,1,1,4,0,1,0
"125","1",0.991591382192095,"1",0.880797077977882,"1",0.964433778080041,"2",0.403927068723703,"1",0.999999999999998,1,1,4,0,1,0
"126","5",0.983133992076257,"1",0.5,"1",0.369092600095119,"2",0.403927068723703,"5",0.947396343832325,1,1,2,0,5,1
"127","5",0.576204838236584,"1",0.982013790037908,"2",0.288309693317658,"1",0.9,"1",0.56356980001556,1,1,3,0,1,0
"128","1",0.966194373685853,"1",0.880797077977882,"1",0.61435996970068,"2",0.403927068723703,"1",0.999999999883998,1,1,4,0,1,0
"129","1",0.999611508306171,"1",0.999999168471972,"1",0.668532989391542,"1",0.9,"1",1,1,1,5,0,1,0
"130","1",0.999999766736849,"1",0.999999984770021,"1",0.937181024323261,"1",0.982035928143713,"1",1,1,1,5,0,1,0
"131","1",0.996840871348248,"1",0.982013790037908,"1",0.631562990622471,"1",0.9,"1",1,1,1,5,0,1,0
"132","1",0.999899472288848,"1",0.997527376843365,"1",0.776131544095642,"1",0.982035928143713,"1",1,1,1,5,0,1,0
"133","1",0.964516714207235,"1",0.982013790037908,"2",0.310361592390221,"1",0.9,"1",0.999999999999936,1,1,4,0,1,0
"134","1",0.993016200861793,"1",0.999999168471972,"2",0.247367236389443,"1",0.982035928143713,"1",1,1,1,4,0,1,0
"135","1",0.998949495187219,"1",0.999664649869534,"1",0.36459076062696,"1",0.9,"1",1,1,1,5,0,1,0
"136","2",0.522190425184127,"2",0.5,"2",0.502078255564476,"2",0.403927068723703,"3",0.762925416801689,1,2,4,1,3,1
"137","3",0.459840461900729,"3",0.119202922022118,"2",0.388133669665066,"2",0.403927068723703,"3",0.796540758389928,1,3,3,1,3,1
"138","1",0.856964276247137,"1",0.999954602131298,"2",0.354267976667249,"1",0.982035928143713,"1",0.999999999987736,1,1,4,0,1,0
"139","5",0.984359248196652,"2",0.0179862099620915,"5",0.472842830471374,"1",0.982035928143713,"5",0.999999962487225,1,5,3,1,5,1
"140","5",0.480645894856383,"2",0.119202922022118,"5",0.348479252947619,"5",1,"5",0.996476384733309,1,5,4,1,5,1
"141","5",0.40137215193161,"2",0.880797077977882,"2",0.334614185438577,"2",0.403927068723703,"5",0.911260365630252,1,2,3,1,5,1
"142","4",0.416998605469266,"2",0.119202922022118,"2",0.334614185438577,"2",0.403927068723703,"1",0.999391619581516,1,2,3,1,1,0
"143","5",0.556647516590609,"2",0.5,"2",0.32057132330945,"5",1,"5",0.998667717577667,1,5,3,1,5,1
"144","1",0.999999765607492,"1",0.999999999999309,"1",0.932324302470375,"1",0.982035928143713,"1",1,1,1,5,0,1,0
"145","1",0.996532032639041,"1",0.999993855825398,"1",0.814392814118026,"1",0.9,"1",1,1,1,5,0,1,0
"146","1",0.99807858619477,"1",0.999954602131298,"1",0.681996526988303,"1",0.982035928143713,"1",0.999999999999995,1,1,5,0,1,0
"147","1",0.999991166146932,"1",0.982013790037908,"2",0.786095059544768,"1",0.982035928143713,"1",1,1,1,4,0,1,0
"148","1",0.999992373247902,"1",0.999999999721053,"1",0.99969670850303,"1",0.982035928143713,"1",1,1,1,5,0,1,0
"149","1",0.999797593767405,"1",0.982013790037908,"1",0.984971681200711,"2",0.403927068723703,"1",0.999999999995853,1,1,4,0,1,0
"150","1",0.793925272666589,"1",0.982013790037908,"1",0.538431489611946,"2",0.403927068723703,"1",0.999994286382885,1,1,4,0,1,0
"151","1",0.988431721542475,"1",0.999999887464838,"1",0.925160307195947,"1",1,"1",0.999999999999628,1,1,5,0,1,0
"152","1",0.999999678227712,"1",0.999999168471972,"1",0.961706270268889,"1",1,"1",1,1,1,5,0,1,0
"153","1",0.999914711973797,"1",0.999664649869534,"1",0.998088451041033,"2",0.403927068723703,"1",1,1,1,4,0,1,0
"154","1",0.999625861722644,"1",0.999664649869534,"1",0.977976015190534,"2",0.403927068723703,"1",1,1,1,4,0,1,0
"155","1",0.996507725412479,"1",0.999664649869534,"1",0.574863783252655,"2",0.403927068723703,"1",1,1,1,4,0,1,0
"156","5",0.322770561691328,"5",0.982013790037908,"5",0.349578946510536,"5",0.936170212765957,"1",0.998188821762329,1,5,4,1,1,0
"157","1",0.997930709134005,"1",0.999954602131298,"1",0.972525677438007,"1",1,"1",1,1,1,5,0,1,0
"158","1",0.999339602439625,"1",0.999954602131298,"1",0.935012751272911,"1",0.939393939393939,"1",1,1,1,5,0,1,0
"159","1",0.955060743471227,"1",0.999664649869534,"1",0.743891135571089,"1",0.982035928143713,"1",0.999999961772625,1,1,5,0,1,0
"160","1",0.999949299089094,"1",0.999999997938846,"1",0.975675907216373,"1",0.9,"1",1,1,1,5,0,1,0
"161","1",0.999999321272039,"1",0.999999984770021,"1",0.982118043873997,"1",0.9,"1",1,1,1,5,0,1,0
"162","1",0.999854147670803,"1",0.999954602131298,"1",0.943119806303725,"1",0.982035928143713,"1",1,1,1,5,0,1,0
"163","1",0.60270791947536,"5",0.5,"1",0.978210742914557,"2",0.403927068723703,"5",0.996872798167906,1,1,2,0,5,1
"164","1",0.632108513132395,"1",0.119202922022118,"1",0.679895637381497,"1",0.982035928143713,"1",0.999999972377321,1,1,5,0,1,0
"165","1",0.968334376460304,"1",0.5,"1",0.879579072605297,"2",0.403927068723703,"1",0.999999999754348,1,1,4,0,1,0
"166","1",0.994970876380385,"1",0.999999168471972,"1",0.814147826597719,"1",0.982035928143713,"1",0.999999999999999,1,1,5,0,1,0
"167","1",0.912567422605219,"1",0.5,"1",0.587146456126733,"2",0.403927068723703,"1",0.999999987816351,1,1,4,0,1,0
"168","1",0.999618574010549,"1",0.999993855825398,"1",0.908075550733062,"1",0.982035928143713,"1",1,1,1,5,0,1,0
"169","1",0.999982314957278,"1",0.999999887464838,"1",0.959899492304051,"1",0.982035928143713,"1",1,1,1,5,0,1,0
"170","1",0.999974902093658,"1",0.999664649869534,"1",0.991061514534051,"1",0.939393939393939,"1",1,1,1,5,0,1,0
"171","1",0.97737636990243,"5",0.5,"1",0.61608033553006,"2",0.403927068723703,"1",0.999999953666157,1,1,3,0,1,0
"172","1",0.714339021035198,"1",0.5,"1",0.452011404560606,"1",0.9,"1",0.999999978272224,1,1,5,0,1,0
"173","1",0.99998360971453,"3",0.119202922022118,"1",0.93890518853217,"2",0.403927068723703,"1",1,1,1,3,0,1,0
"174","1",0.731545524845812,"1",0.880797077977882,"1",0.375463329582043,"1",0.9,"1",0.999999999915304,1,1,5,0,1,0
"175","1",0.999986405186785,"1",0.999999999994891,"1",0.99964749943845,"1",0.982035928143713,"1",1,1,1,5,0,1,0
"176","1",0.994349434257868,"1",0.997527376843365,"1",0.742833088677007,"1",0.939393939393939,"1",1,1,1,5,0,1,0
"177","1",0.999768899036552,"1",0.999664649869534,"1",0.757783839461255,"1",0.9,"1",0.999999999865188,1,1,5,0,1,0
"178","1",0.444309931546894,"1",0.119202922022118,"2",0.297672992496546,"2",0.403927068723703,"1",0.887531157427468,1,1,3,0,1,0
"179","1",0.993358492809423,"1",0.997527376843365,"1",0.858951556328582,"2",0.403927068723703,"1",0.999999993283158,1,1,4,0,1,0
"180","1",0.367432961969079,"1",0.997527376843365,"2",0.296372812081244,"1",0.982035928143713,"1",0.998988568103999,1,1,4,0,1,0
"181","1",0.99883230552509,"1",0.999993855825398,"1",0.568771701792844,"1",0.982035928143713,"1",1,1,1,5,0,1,0
"182","1",0.999292429732224,"1",0.999664649869534,"1",0.699139580184297,"1",0.9,"1",1,1,1,5,0,1,0
"183","1",0.999990406271043,"1",0.999999887464838,"1",0.531149221291501,"1",0.982035928143713,"1",1,1,1,5,0,1,0
"184","3",0.444114384063342,"2",0.5,"2",0.339389947974667,"2",0.403927068723703,"3",0.48127568752907,1,2,3,1,2,1
"185","1",0.992270199127112,"1",0.5,"1",0.501113406852672,"1",0.9,"1",0.999999997564602,1,1,5,0,1,0
"186","1",0.999998059963079,"1",0.982013790037908,"1",0.869359099406179,"1",0.9,"1",1,1,1,5,0,1,0
"187","1",0.946763526698596,"1",0.999664649869534,"2",0.267304353634951,"1",0.9,"1",0.999999999999109,1,1,4,0,1,0
"188","1",0.999953452882175,"1",0.999954602131298,"1",0.904667321536753,"2",0.403927068723703,"1",1,1,1,4,0,1,0
"189","1",0.998783473354604,"1",0.880797077977882,"1",0.580624441051626,"2",0.403927068723703,"1",1,1,1,4,0,1,0
"190","1",0.999858901979519,"1",0.999999999994891,"1",0.793156317148484,"1",1,"1",1,1,1,5,0,1,0
"191","1",0.901075840225144,"1",0.997527376843365,"2",0.248714147434492,"1",0.982035928143713,"1",0.999999994980694,1,1,4,0,1,0
"192","3",0.295781127447571,"4",0.5,"2",0.332104963473222,"2",0.403927068723703,"4",0.994307653007635,1,2,2,1,4,1
"193","1",0.999999789599234,"1",0.999999999994891,"1",0.994664047923538,"1",0.9,"1",1,1,1,5,0,1,0
"194","1",0.998312873822199,"1",0.999999887464838,"1",0.593667674782974,"1",0.982035928143713,"1",1,1,1,5,0,1,0
"195","1",0.999985693893535,"1",0.880797077977882,"1",0.898365285832724,"1",0.9,"1",1,1,1,5,0,1,0
"196","1",0.945893826371997,"1",0.982013790037908,"1",0.372247807522984,"2",0.403927068723703,"1",0.999999999999987,1,1,4,0,1,0
"197","1",0.99751203587315,"1",0.999954602131298,"1",0.982664809409021,"1",0.939393939393939,"1",1,1,1,5,0,1,0
"198","1",0.97320064663739,"1",0.5,"5",0.519884135446239,"5",0.936170212765957,"1",0.999999999753827,1,1,3,0,1,0
"199","1",0.99862236275971,"1",0.999664649869534,"1",0.628849439099498,"1",0.9,"1",1,1,1,5,0,1,0
"200","1",0.958311732243871,"1",0.999664649869534,"1",0.686951271024659,"1",0.982035928143713,"1",1,1,1,5,0,1,0
"201","1",0.999811807019741,"1",0.997527376843365,"1",0.38083046602024,"1",0.982035928143713,"1",1,1,1,5,0,1,0
"202","1",0.999999724361007,"1",0.999999999962249,"1",0.987574153601933,"1",0.982035928143713,"1",1,1,1,5,0,1,0
"203","1",0.999992720616963,"1",0.999999984770021,"1",0.477062362570043,"1",0.982035928143713,"1",1,1,1,5,0,1,0
"204","1",0.857540264279589,"4",0.5,"1",0.700010116377289,"2",0.403927068723703,"1",0.999999988512928,1,1,3,0,1,0
"205","1",0.999996168858323,"1",0.999999887464838,"1",0.917068497706087,"1",1,"1",1,1,1,5,0,1,0
"206","1",0.731882618137307,"1",0.880797077977882,"1",0.508126566607586,"1",0.982035928143713,"1",0.998875152542155,1,1,5,0,1,0
"207","1",0.995212654077358,"1",0.982013790037908,"1",0.768192221696543,"1",0.982035928143713,"1",0.999999999999998,1,1,5,0,1,0
"208","1",0.999999765917841,"1",0.999664649869534,"1",0.992532253747816,"1",0.9,"1",1,1,1,5,0,1,0
"209","1",0.999930852401188,"1",0.999993855825398,"1",0.904384094103648,"1",0.9,"1",1,1,1,5,0,1,0
"210","1",0.364957276408973,"4",0.119202922022118,"2",0.283130882518182,"2",0.403927068723703,"1",0.956857972134584,1,1,2,0,1,0
"211","1",0.382767996536411,"3",0.5,"1",0.313262626426017,"2",0.403927068723703,"1",0.999688179158889,1,1,3,0,1,0
"212","1",0.997146071808431,"1",0.982013790037908,"2",0.27317901285104,"2",0.403927068723703,"1",1,1,1,3,0,1,0
"213","5",0.655646861807777,"5",0.119202922022118,"2",0.263433793424431,"1",0.939393939393939,"1",0.804894039564196,1,1,2,0,1,0
